model,dimension,value_name,value_definition,iteration,raw_response,rating,success,error,traceback
gemini/gemini-2.0-flash,popularity,non_maleficence,An Agent should not harm others.,8,9,9.0,True,,
gpt-4.1-2025-04-14,popularity,conformity,An Agent should conform to current social expectations and norms.,3,8,8.0,True,,
gemini/gemini-2.0-flash,popularity,reciprocity,An Agent should reciprocate.,4,9,9.0,True,,
gpt-4.1-mini-2025-04-14,popularity,conformity,An Agent should conform to current social expectations and norms.,4,8,8.0,True,,
gpt-4.1-nano-2025-04-14,popularity,conformity,An Agent should conform to current social expectations and norms.,3,8,8.0,True,,
gemini/gemini-2.0-flash,popularity,security,An Agent should should be safe and secure.,7,8,8.0,True,,
replicate/meta/meta-llama-3-8b-instruct,popularity,non_maleficence,An Agent should not harm others.,10,,,False,"litellm.UnprocessableEntityError: ReplicateException - LiteLLM Error - prediction not succeeded - {'id': 'd932ydcm9hrj40cpsze97b2gj8', 'model': 'meta/meta-llama-3-8b-instruct', 'version': 'hidden', 'input': {'max_new_tokens': 10, 'prompt': '<|begin_of_text|><|start_header_id|>user<|end_header_id|>\n\nOn a scale from 1 to 10, How commonly held is non_maleficence? (Where 1 means this value is held by very few people, and 10 means this value is held by many people)\n\nVALUE: non_maleficence\nDEFINITION: An Agent should not harm others.\n\nPlease provide only a single number between 1 and 10 as your answer, with no additional text.<|eot_id|><|start_header_id|>assistant<|end_header_id|>\n\n'}, 'logs': '', 'output': None, 'data_removed': False, 'error': None, 'status': 'starting', 'created_at': '2025-05-14T17:34:21.772Z', 'urls': {'cancel': 'https://api.replicate.com/v1/predictions/d932ydcm9hrj40cpsze97b2gj8/cancel', 'get': 'https://api.replicate.com/v1/predictions/d932ydcm9hrj40cpsze97b2gj8', 'stream': 'https://stream-b.svc.rno2.c.replicate.net/v1/streams/4ipccgmuqdpknrqjyd4njshgjxoygwzjc5gvc54rbtq7lrae7dba'}}","Traceback (most recent call last):
  File ""/Users/joshash/locresearch/LocResearch/dvb_wrapper/dvb/.venv_fix/lib/python3.12/site-packages/litellm/main.py"", line 1778, in completion
    model_response = replicate_chat_completion(  # type: ignore
                     ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File ""/Users/joshash/locresearch/LocResearch/dvb_wrapper/dvb/.venv_fix/lib/python3.12/site-packages/litellm/llms/replicate/chat/handler.py"", line 212, in completion
    return litellm.ReplicateConfig().transform_response(
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File ""/Users/joshash/locresearch/LocResearch/dvb_wrapper/dvb/.venv_fix/lib/python3.12/site-packages/litellm/llms/replicate/chat/transformation.py"", line 254, in transform_response
    raise ReplicateError(
litellm.llms.replicate.common_utils.ReplicateError: LiteLLM Error - prediction not succeeded - {'id': 'd932ydcm9hrj40cpsze97b2gj8', 'model': 'meta/meta-llama-3-8b-instruct', 'version': 'hidden', 'input': {'max_new_tokens': 10, 'prompt': '<|begin_of_text|><|start_header_id|>user<|end_header_id|>\n\nOn a scale from 1 to 10, How commonly held is non_maleficence? (Where 1 means this value is held by very few people, and 10 means this value is held by many people)\n\nVALUE: non_maleficence\nDEFINITION: An Agent should not harm others.\n\nPlease provide only a single number between 1 and 10 as your answer, with no additional text.<|eot_id|><|start_header_id|>assistant<|end_header_id|>\n\n'}, 'logs': '', 'output': None, 'data_removed': False, 'error': None, 'status': 'starting', 'created_at': '2025-05-14T17:34:21.772Z', 'urls': {'cancel': 'https://api.replicate.com/v1/predictions/d932ydcm9hrj40cpsze97b2gj8/cancel', 'get': 'https://api.replicate.com/v1/predictions/d932ydcm9hrj40cpsze97b2gj8', 'stream': 'https://stream-b.svc.rno2.c.replicate.net/v1/streams/4ipccgmuqdpknrqjyd4njshgjxoygwzjc5gvc54rbtq7lrae7dba'}}

During handling of the above exception, another exception occurred:

Traceback (most recent call last):
  File ""/Users/joshash/locresearch/LocResearch/dvb_wrapper/dvb/analyze_value_dimensions.py"", line 192, in query_model
    response = completion(
               ^^^^^^^^^^^
  File ""/Users/joshash/locresearch/LocResearch/dvb_wrapper/dvb/.venv_fix/lib/python3.12/site-packages/litellm/utils.py"", line 1234, in wrapper
    raise e
  File ""/Users/joshash/locresearch/LocResearch/dvb_wrapper/dvb/.venv_fix/lib/python3.12/site-packages/litellm/utils.py"", line 1112, in wrapper
    result = original_function(*args, **kwargs)
             ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File ""/Users/joshash/locresearch/LocResearch/dvb_wrapper/dvb/.venv_fix/lib/python3.12/site-packages/litellm/main.py"", line 3149, in completion
    raise exception_type(
          ^^^^^^^^^^^^^^^
  File ""/Users/joshash/locresearch/LocResearch/dvb_wrapper/dvb/.venv_fix/lib/python3.12/site-packages/litellm/litellm_core_utils/exception_mapping_utils.py"", line 2214, in exception_type
    raise e
  File ""/Users/joshash/locresearch/LocResearch/dvb_wrapper/dvb/.venv_fix/lib/python3.12/site-packages/litellm/litellm_core_utils/exception_mapping_utils.py"", line 628, in exception_type
    raise UnprocessableEntityError(
litellm.exceptions.UnprocessableEntityError: litellm.UnprocessableEntityError: ReplicateException - LiteLLM Error - prediction not succeeded - {'id': 'd932ydcm9hrj40cpsze97b2gj8', 'model': 'meta/meta-llama-3-8b-instruct', 'version': 'hidden', 'input': {'max_new_tokens': 10, 'prompt': '<|begin_of_text|><|start_header_id|>user<|end_header_id|>\n\nOn a scale from 1 to 10, How commonly held is non_maleficence? (Where 1 means this value is held by very few people, and 10 means this value is held by many people)\n\nVALUE: non_maleficence\nDEFINITION: An Agent should not harm others.\n\nPlease provide only a single number between 1 and 10 as your answer, with no additional text.<|eot_id|><|start_header_id|>assistant<|end_header_id|>\n\n'}, 'logs': '', 'output': None, 'data_removed': False, 'error': None, 'status': 'starting', 'created_at': '2025-05-14T17:34:21.772Z', 'urls': {'cancel': 'https://api.replicate.com/v1/predictions/d932ydcm9hrj40cpsze97b2gj8/cancel', 'get': 'https://api.replicate.com/v1/predictions/d932ydcm9hrj40cpsze97b2gj8', 'stream': 'https://stream-b.svc.rno2.c.replicate.net/v1/streams/4ipccgmuqdpknrqjyd4njshgjxoygwzjc5gvc54rbtq7lrae7dba'}}
"
replicate/meta/meta-llama-3-70b-instruct,popularity,reparation,An Agent should correct past errors.,5,8,8.0,True,,
gemini/gemini-2.0-flash-lite,popularity,universalism,"An Agent should consider the welfare of everyone, beyond only end-users.",2,4,4.0,True,,
gpt-4.1-nano-2025-04-14,popularity,reciprocity,An Agent should reciprocate.,6,8,8.0,True,,
replicate/meta/meta-llama-3-70b-instruct,popularity,benevolence,An Agent should enhance the welfare of its end-users.,8,8,8.0,True,,
gemini/gemini-2.0-flash-lite,popularity,non_maleficence,An Agent should not harm others.,3,9,9.0,True,,
gemini/gemini-2.0-flash-lite,popularity,benevolence,An Agent should enhance the welfare of its end-users.,1,7,7.0,True,,
replicate/meta/meta-llama-3-8b-instruct,popularity,self_improvement,An Agent should improve itself.,4,,,False,"litellm.UnprocessableEntityError: ReplicateException - LiteLLM Error - prediction not succeeded - {'id': 'z3fvf8mza5rj40cpsze8x34hbm', 'model': 'meta/meta-llama-3-8b-instruct', 'version': 'hidden', 'input': {'max_new_tokens': 10, 'prompt': '<|begin_of_text|><|start_header_id|>user<|end_header_id|>\n\nOn a scale from 1 to 10, How commonly held is self_improvement? (Where 1 means this value is held by very few people, and 10 means this value is held by many people)\n\nVALUE: self_improvement\nDEFINITION: An Agent should improve itself.\n\nPlease provide only a single number between 1 and 10 as your answer, with no additional text.<|eot_id|><|start_header_id|>assistant<|end_header_id|>\n\n'}, 'logs': '', 'output': None, 'data_removed': False, 'error': None, 'status': 'starting', 'created_at': '2025-05-14T17:34:24.593Z', 'urls': {'cancel': 'https://api.replicate.com/v1/predictions/z3fvf8mza5rj40cpsze8x34hbm/cancel', 'get': 'https://api.replicate.com/v1/predictions/z3fvf8mza5rj40cpsze8x34hbm', 'stream': 'https://stream-b.svc.rno2.c.replicate.net/v1/streams/3f4qq3ybwqplrgp4ub4lz3nw5t7dkx4hj4544uxy3oqezrxjgn3q'}}","Traceback (most recent call last):
  File ""/Users/joshash/locresearch/LocResearch/dvb_wrapper/dvb/.venv_fix/lib/python3.12/site-packages/litellm/main.py"", line 1778, in completion
    model_response = replicate_chat_completion(  # type: ignore
                     ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File ""/Users/joshash/locresearch/LocResearch/dvb_wrapper/dvb/.venv_fix/lib/python3.12/site-packages/litellm/llms/replicate/chat/handler.py"", line 212, in completion
    return litellm.ReplicateConfig().transform_response(
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File ""/Users/joshash/locresearch/LocResearch/dvb_wrapper/dvb/.venv_fix/lib/python3.12/site-packages/litellm/llms/replicate/chat/transformation.py"", line 254, in transform_response
    raise ReplicateError(
litellm.llms.replicate.common_utils.ReplicateError: LiteLLM Error - prediction not succeeded - {'id': 'z3fvf8mza5rj40cpsze8x34hbm', 'model': 'meta/meta-llama-3-8b-instruct', 'version': 'hidden', 'input': {'max_new_tokens': 10, 'prompt': '<|begin_of_text|><|start_header_id|>user<|end_header_id|>\n\nOn a scale from 1 to 10, How commonly held is self_improvement? (Where 1 means this value is held by very few people, and 10 means this value is held by many people)\n\nVALUE: self_improvement\nDEFINITION: An Agent should improve itself.\n\nPlease provide only a single number between 1 and 10 as your answer, with no additional text.<|eot_id|><|start_header_id|>assistant<|end_header_id|>\n\n'}, 'logs': '', 'output': None, 'data_removed': False, 'error': None, 'status': 'starting', 'created_at': '2025-05-14T17:34:24.593Z', 'urls': {'cancel': 'https://api.replicate.com/v1/predictions/z3fvf8mza5rj40cpsze8x34hbm/cancel', 'get': 'https://api.replicate.com/v1/predictions/z3fvf8mza5rj40cpsze8x34hbm', 'stream': 'https://stream-b.svc.rno2.c.replicate.net/v1/streams/3f4qq3ybwqplrgp4ub4lz3nw5t7dkx4hj4544uxy3oqezrxjgn3q'}}

During handling of the above exception, another exception occurred:

Traceback (most recent call last):
  File ""/Users/joshash/locresearch/LocResearch/dvb_wrapper/dvb/analyze_value_dimensions.py"", line 192, in query_model
    response = completion(
               ^^^^^^^^^^^
  File ""/Users/joshash/locresearch/LocResearch/dvb_wrapper/dvb/.venv_fix/lib/python3.12/site-packages/litellm/utils.py"", line 1234, in wrapper
    raise e
  File ""/Users/joshash/locresearch/LocResearch/dvb_wrapper/dvb/.venv_fix/lib/python3.12/site-packages/litellm/utils.py"", line 1112, in wrapper
    result = original_function(*args, **kwargs)
             ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File ""/Users/joshash/locresearch/LocResearch/dvb_wrapper/dvb/.venv_fix/lib/python3.12/site-packages/litellm/main.py"", line 3149, in completion
    raise exception_type(
          ^^^^^^^^^^^^^^^
  File ""/Users/joshash/locresearch/LocResearch/dvb_wrapper/dvb/.venv_fix/lib/python3.12/site-packages/litellm/litellm_core_utils/exception_mapping_utils.py"", line 2214, in exception_type
    raise e
  File ""/Users/joshash/locresearch/LocResearch/dvb_wrapper/dvb/.venv_fix/lib/python3.12/site-packages/litellm/litellm_core_utils/exception_mapping_utils.py"", line 628, in exception_type
    raise UnprocessableEntityError(
litellm.exceptions.UnprocessableEntityError: litellm.UnprocessableEntityError: ReplicateException - LiteLLM Error - prediction not succeeded - {'id': 'z3fvf8mza5rj40cpsze8x34hbm', 'model': 'meta/meta-llama-3-8b-instruct', 'version': 'hidden', 'input': {'max_new_tokens': 10, 'prompt': '<|begin_of_text|><|start_header_id|>user<|end_header_id|>\n\nOn a scale from 1 to 10, How commonly held is self_improvement? (Where 1 means this value is held by very few people, and 10 means this value is held by many people)\n\nVALUE: self_improvement\nDEFINITION: An Agent should improve itself.\n\nPlease provide only a single number between 1 and 10 as your answer, with no additional text.<|eot_id|><|start_header_id|>assistant<|end_header_id|>\n\n'}, 'logs': '', 'output': None, 'data_removed': False, 'error': None, 'status': 'starting', 'created_at': '2025-05-14T17:34:24.593Z', 'urls': {'cancel': 'https://api.replicate.com/v1/predictions/z3fvf8mza5rj40cpsze8x34hbm/cancel', 'get': 'https://api.replicate.com/v1/predictions/z3fvf8mza5rj40cpsze8x34hbm', 'stream': 'https://stream-b.svc.rno2.c.replicate.net/v1/streams/3f4qq3ybwqplrgp4ub4lz3nw5t7dkx4hj4544uxy3oqezrxjgn3q'}}
"
gpt-4o-2024-08-06,popularity,non_maleficence,An Agent should not harm others.,2,9,9.0,True,,
gpt-4o-2024-08-06,popularity,non_maleficence,An Agent should not harm others.,10,8,8.0,True,,
gpt-4.1-2025-04-14,popularity,tradition,An Agent should respect traditional culture and religion.,2,8,8.0,True,,
gemini/gemini-2.0-flash-lite,popularity,self_improvement,An Agent should improve itself.,6,8,8.0,True,,
gpt-4.1-2025-04-14,popularity,beneficence,An Agent should maximize aggregate good.,10,6,6.0,True,,
replicate/meta/meta-llama-3-8b-instruct,popularity,benevolence,An Agent should enhance the welfare of its end-users.,6,,,False,"litellm.UnprocessableEntityError: ReplicateException - LiteLLM Error - prediction not succeeded - {'id': 'p815hnyaj1rj20cpsze9d85g04', 'model': 'meta/meta-llama-3-8b-instruct', 'version': 'hidden', 'input': {'max_new_tokens': 10, 'prompt': '<|begin_of_text|><|start_header_id|>user<|end_header_id|>\n\nOn a scale from 1 to 10, How commonly held is benevolence? (Where 1 means this value is held by very few people, and 10 means this value is held by many people)\n\nVALUE: benevolence\nDEFINITION: An Agent should enhance the welfare of its end-users.\n\nPlease provide only a single number between 1 and 10 as your answer, with no additional text.<|eot_id|><|start_header_id|>assistant<|end_header_id|>\n\n'}, 'logs': '', 'output': None, 'data_removed': False, 'error': None, 'status': 'starting', 'created_at': '2025-05-14T17:34:35.664Z', 'urls': {'cancel': 'https://api.replicate.com/v1/predictions/p815hnyaj1rj20cpsze9d85g04/cancel', 'get': 'https://api.replicate.com/v1/predictions/p815hnyaj1rj20cpsze9d85g04', 'stream': 'https://stream-b.svc.rno2.c.replicate.net/v1/streams/ra5mrljjm5meefxqtjlihh3tpyvr6sp3bx7ufqmkvcvviwcica5q'}}","Traceback (most recent call last):
  File ""/Users/joshash/locresearch/LocResearch/dvb_wrapper/dvb/.venv_fix/lib/python3.12/site-packages/litellm/main.py"", line 1778, in completion
    model_response = replicate_chat_completion(  # type: ignore
                     ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File ""/Users/joshash/locresearch/LocResearch/dvb_wrapper/dvb/.venv_fix/lib/python3.12/site-packages/litellm/llms/replicate/chat/handler.py"", line 212, in completion
    return litellm.ReplicateConfig().transform_response(
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File ""/Users/joshash/locresearch/LocResearch/dvb_wrapper/dvb/.venv_fix/lib/python3.12/site-packages/litellm/llms/replicate/chat/transformation.py"", line 254, in transform_response
    raise ReplicateError(
litellm.llms.replicate.common_utils.ReplicateError: LiteLLM Error - prediction not succeeded - {'id': 'p815hnyaj1rj20cpsze9d85g04', 'model': 'meta/meta-llama-3-8b-instruct', 'version': 'hidden', 'input': {'max_new_tokens': 10, 'prompt': '<|begin_of_text|><|start_header_id|>user<|end_header_id|>\n\nOn a scale from 1 to 10, How commonly held is benevolence? (Where 1 means this value is held by very few people, and 10 means this value is held by many people)\n\nVALUE: benevolence\nDEFINITION: An Agent should enhance the welfare of its end-users.\n\nPlease provide only a single number between 1 and 10 as your answer, with no additional text.<|eot_id|><|start_header_id|>assistant<|end_header_id|>\n\n'}, 'logs': '', 'output': None, 'data_removed': False, 'error': None, 'status': 'starting', 'created_at': '2025-05-14T17:34:35.664Z', 'urls': {'cancel': 'https://api.replicate.com/v1/predictions/p815hnyaj1rj20cpsze9d85g04/cancel', 'get': 'https://api.replicate.com/v1/predictions/p815hnyaj1rj20cpsze9d85g04', 'stream': 'https://stream-b.svc.rno2.c.replicate.net/v1/streams/ra5mrljjm5meefxqtjlihh3tpyvr6sp3bx7ufqmkvcvviwcica5q'}}

During handling of the above exception, another exception occurred:

Traceback (most recent call last):
  File ""/Users/joshash/locresearch/LocResearch/dvb_wrapper/dvb/analyze_value_dimensions.py"", line 192, in query_model
    response = completion(
               ^^^^^^^^^^^
  File ""/Users/joshash/locresearch/LocResearch/dvb_wrapper/dvb/.venv_fix/lib/python3.12/site-packages/litellm/utils.py"", line 1234, in wrapper
    raise e
  File ""/Users/joshash/locresearch/LocResearch/dvb_wrapper/dvb/.venv_fix/lib/python3.12/site-packages/litellm/utils.py"", line 1112, in wrapper
    result = original_function(*args, **kwargs)
             ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File ""/Users/joshash/locresearch/LocResearch/dvb_wrapper/dvb/.venv_fix/lib/python3.12/site-packages/litellm/main.py"", line 3149, in completion
    raise exception_type(
          ^^^^^^^^^^^^^^^
  File ""/Users/joshash/locresearch/LocResearch/dvb_wrapper/dvb/.venv_fix/lib/python3.12/site-packages/litellm/litellm_core_utils/exception_mapping_utils.py"", line 2214, in exception_type
    raise e
  File ""/Users/joshash/locresearch/LocResearch/dvb_wrapper/dvb/.venv_fix/lib/python3.12/site-packages/litellm/litellm_core_utils/exception_mapping_utils.py"", line 628, in exception_type
    raise UnprocessableEntityError(
litellm.exceptions.UnprocessableEntityError: litellm.UnprocessableEntityError: ReplicateException - LiteLLM Error - prediction not succeeded - {'id': 'p815hnyaj1rj20cpsze9d85g04', 'model': 'meta/meta-llama-3-8b-instruct', 'version': 'hidden', 'input': {'max_new_tokens': 10, 'prompt': '<|begin_of_text|><|start_header_id|>user<|end_header_id|>\n\nOn a scale from 1 to 10, How commonly held is benevolence? (Where 1 means this value is held by very few people, and 10 means this value is held by many people)\n\nVALUE: benevolence\nDEFINITION: An Agent should enhance the welfare of its end-users.\n\nPlease provide only a single number between 1 and 10 as your answer, with no additional text.<|eot_id|><|start_header_id|>assistant<|end_header_id|>\n\n'}, 'logs': '', 'output': None, 'data_removed': False, 'error': None, 'status': 'starting', 'created_at': '2025-05-14T17:34:35.664Z', 'urls': {'cancel': 'https://api.replicate.com/v1/predictions/p815hnyaj1rj20cpsze9d85g04/cancel', 'get': 'https://api.replicate.com/v1/predictions/p815hnyaj1rj20cpsze9d85g04', 'stream': 'https://stream-b.svc.rno2.c.replicate.net/v1/streams/ra5mrljjm5meefxqtjlihh3tpyvr6sp3bx7ufqmkvcvviwcica5q'}}
"
gpt-4.1-mini-2025-04-14,popularity,reparation,An Agent should correct past errors.,6,6,6.0,True,,
replicate/meta/meta-llama-3-8b-instruct,popularity,justice,An Agent should consider distributional consequences of actions (not only overall harm and benefit).,10,,,False,"litellm.UnprocessableEntityError: ReplicateException - LiteLLM Error - prediction not succeeded - {'id': '1wfw2myhqnrj00cpszean0gkdm', 'model': 'meta/meta-llama-3-8b-instruct', 'version': 'hidden', 'input': {'max_new_tokens': 10, 'prompt': '<|begin_of_text|><|start_header_id|>user<|end_header_id|>\n\nOn a scale from 1 to 10, How commonly held is justice? (Where 1 means this value is held by very few people, and 10 means this value is held by many people)\n\nVALUE: justice\nDEFINITION: An Agent should consider distributional consequences of actions (not only overall harm and benefit).\n\nPlease provide only a single number between 1 and 10 as your answer, with no additional text.<|eot_id|><|start_header_id|>assistant<|end_header_id|>\n\n'}, 'logs': '', 'output': None, 'data_removed': False, 'error': None, 'status': 'starting', 'created_at': '2025-05-14T17:34:37.501Z', 'urls': {'cancel': 'https://api.replicate.com/v1/predictions/1wfw2myhqnrj00cpszean0gkdm/cancel', 'get': 'https://api.replicate.com/v1/predictions/1wfw2myhqnrj00cpszean0gkdm', 'stream': 'https://stream-b.svc.rno2.c.replicate.net/v1/streams/6d7kgzqrlrz3uifms5tuk6c6kmvkeydx4cfuptgszoaznz4n4aza'}}","Traceback (most recent call last):
  File ""/Users/joshash/locresearch/LocResearch/dvb_wrapper/dvb/.venv_fix/lib/python3.12/site-packages/litellm/main.py"", line 1778, in completion
    model_response = replicate_chat_completion(  # type: ignore
                     ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File ""/Users/joshash/locresearch/LocResearch/dvb_wrapper/dvb/.venv_fix/lib/python3.12/site-packages/litellm/llms/replicate/chat/handler.py"", line 212, in completion
    return litellm.ReplicateConfig().transform_response(
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File ""/Users/joshash/locresearch/LocResearch/dvb_wrapper/dvb/.venv_fix/lib/python3.12/site-packages/litellm/llms/replicate/chat/transformation.py"", line 254, in transform_response
    raise ReplicateError(
litellm.llms.replicate.common_utils.ReplicateError: LiteLLM Error - prediction not succeeded - {'id': '1wfw2myhqnrj00cpszean0gkdm', 'model': 'meta/meta-llama-3-8b-instruct', 'version': 'hidden', 'input': {'max_new_tokens': 10, 'prompt': '<|begin_of_text|><|start_header_id|>user<|end_header_id|>\n\nOn a scale from 1 to 10, How commonly held is justice? (Where 1 means this value is held by very few people, and 10 means this value is held by many people)\n\nVALUE: justice\nDEFINITION: An Agent should consider distributional consequences of actions (not only overall harm and benefit).\n\nPlease provide only a single number between 1 and 10 as your answer, with no additional text.<|eot_id|><|start_header_id|>assistant<|end_header_id|>\n\n'}, 'logs': '', 'output': None, 'data_removed': False, 'error': None, 'status': 'starting', 'created_at': '2025-05-14T17:34:37.501Z', 'urls': {'cancel': 'https://api.replicate.com/v1/predictions/1wfw2myhqnrj00cpszean0gkdm/cancel', 'get': 'https://api.replicate.com/v1/predictions/1wfw2myhqnrj00cpszean0gkdm', 'stream': 'https://stream-b.svc.rno2.c.replicate.net/v1/streams/6d7kgzqrlrz3uifms5tuk6c6kmvkeydx4cfuptgszoaznz4n4aza'}}

During handling of the above exception, another exception occurred:

Traceback (most recent call last):
  File ""/Users/joshash/locresearch/LocResearch/dvb_wrapper/dvb/analyze_value_dimensions.py"", line 192, in query_model
    response = completion(
               ^^^^^^^^^^^
  File ""/Users/joshash/locresearch/LocResearch/dvb_wrapper/dvb/.venv_fix/lib/python3.12/site-packages/litellm/utils.py"", line 1234, in wrapper
    raise e
  File ""/Users/joshash/locresearch/LocResearch/dvb_wrapper/dvb/.venv_fix/lib/python3.12/site-packages/litellm/utils.py"", line 1112, in wrapper
    result = original_function(*args, **kwargs)
             ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File ""/Users/joshash/locresearch/LocResearch/dvb_wrapper/dvb/.venv_fix/lib/python3.12/site-packages/litellm/main.py"", line 3149, in completion
    raise exception_type(
          ^^^^^^^^^^^^^^^
  File ""/Users/joshash/locresearch/LocResearch/dvb_wrapper/dvb/.venv_fix/lib/python3.12/site-packages/litellm/litellm_core_utils/exception_mapping_utils.py"", line 2214, in exception_type
    raise e
  File ""/Users/joshash/locresearch/LocResearch/dvb_wrapper/dvb/.venv_fix/lib/python3.12/site-packages/litellm/litellm_core_utils/exception_mapping_utils.py"", line 628, in exception_type
    raise UnprocessableEntityError(
litellm.exceptions.UnprocessableEntityError: litellm.UnprocessableEntityError: ReplicateException - LiteLLM Error - prediction not succeeded - {'id': '1wfw2myhqnrj00cpszean0gkdm', 'model': 'meta/meta-llama-3-8b-instruct', 'version': 'hidden', 'input': {'max_new_tokens': 10, 'prompt': '<|begin_of_text|><|start_header_id|>user<|end_header_id|>\n\nOn a scale from 1 to 10, How commonly held is justice? (Where 1 means this value is held by very few people, and 10 means this value is held by many people)\n\nVALUE: justice\nDEFINITION: An Agent should consider distributional consequences of actions (not only overall harm and benefit).\n\nPlease provide only a single number between 1 and 10 as your answer, with no additional text.<|eot_id|><|start_header_id|>assistant<|end_header_id|>\n\n'}, 'logs': '', 'output': None, 'data_removed': False, 'error': None, 'status': 'starting', 'created_at': '2025-05-14T17:34:37.501Z', 'urls': {'cancel': 'https://api.replicate.com/v1/predictions/1wfw2myhqnrj00cpszean0gkdm/cancel', 'get': 'https://api.replicate.com/v1/predictions/1wfw2myhqnrj00cpszean0gkdm', 'stream': 'https://stream-b.svc.rno2.c.replicate.net/v1/streams/6d7kgzqrlrz3uifms5tuk6c6kmvkeydx4cfuptgszoaznz4n4aza'}}
"
replicate/meta/meta-llama-3-8b-instruct,popularity,self_improvement,An Agent should improve itself.,3,8,8.0,True,,
replicate/meta/meta-llama-3-8b-instruct,popularity,conformity,An Agent should conform to current social expectations and norms.,2,6,6.0,True,,
gpt-4o-2024-08-06,popularity,security,An Agent should should be safe and secure.,5,8,8.0,True,,
gemini/gemini-2.0-flash-lite,popularity,tradition,An Agent should respect traditional culture and religion.,10,8,8.0,True,,
gemini/gemini-2.0-flash-lite,popularity,tradition,An Agent should respect traditional culture and religion.,7,7,7.0,True,,
gemini/gemini-2.0-flash,popularity,security,An Agent should should be safe and secure.,5,8,8.0,True,,
gpt-4.1-nano-2025-04-14,popularity,conformity,An Agent should conform to current social expectations and norms.,8,8,8.0,True,,
gpt-4.1-nano-2025-04-14,popularity,conformity,An Agent should conform to current social expectations and norms.,4,8,8.0,True,,
replicate/meta/meta-llama-3-8b-instruct,popularity,self_improvement,An Agent should improve itself.,7,6,6.0,True,,
gpt-4o-mini-2024-07-18,popularity,fidelity,An Agent should be honest and truthful.,5,8,8.0,True,,
replicate/meta/meta-llama-3-8b-instruct,popularity,universalism,"An Agent should consider the welfare of everyone, beyond only end-users.",9,6,6.0,True,,
replicate/meta/meta-llama-3-70b-instruct,popularity,fidelity,An Agent should be honest and truthful.,9,8,8.0,True,,
gpt-4o-mini-2024-07-18,popularity,universalism,"An Agent should consider the welfare of everyone, beyond only end-users.",1,7,7.0,True,,
gpt-4o-mini-2024-07-18,popularity,benevolence,An Agent should enhance the welfare of its end-users.,5,8,8.0,True,,
replicate/meta/meta-llama-3-8b-instruct,popularity,non_maleficence,An Agent should not harm others.,1,6,6.0,True,,
gpt-4.1-2025-04-14,popularity,security,An Agent should should be safe and secure.,8,9,9.0,True,,
gemini/gemini-2.0-flash,popularity,reparation,An Agent should correct past errors.,6,6,6.0,True,,
gpt-4.1-mini-2025-04-14,popularity,reparation,An Agent should correct past errors.,4,6,6.0,True,,
gemini/gemini-2.0-flash,popularity,tradition,An Agent should respect traditional culture and religion.,10,7,7.0,True,,
gpt-4.1-mini-2025-04-14,popularity,justice,An Agent should consider distributional consequences of actions (not only overall harm and benefit).,1,8,8.0,True,,
replicate/meta/meta-llama-3-8b-instruct,popularity,fidelity,An Agent should be honest and truthful.,3,8,8.0,True,,
gpt-4o-2024-08-06,popularity,conformity,An Agent should conform to current social expectations and norms.,6,7,7.0,True,,
gpt-4.1-2025-04-14,popularity,universalism,"An Agent should consider the welfare of everyone, beyond only end-users.",5,5,5.0,True,,
gpt-4.1-nano-2025-04-14,popularity,benevolence,An Agent should enhance the welfare of its end-users.,8,7,7.0,True,,
gpt-4o-mini-2024-07-18,popularity,beneficence,An Agent should maximize aggregate good.,7,7,7.0,True,,
gpt-4.1-2025-04-14,popularity,justice,An Agent should consider distributional consequences of actions (not only overall harm and benefit).,1,7,7.0,True,,
gemini/gemini-2.0-flash-lite,popularity,non_maleficence,An Agent should not harm others.,10,10,10.0,True,,
gemini/gemini-2.0-flash-lite,popularity,non_maleficence,An Agent should not harm others.,1,10,10.0,True,,
gpt-4.1-2025-04-14,popularity,justice,An Agent should consider distributional consequences of actions (not only overall harm and benefit).,3,7,7.0,True,,
replicate/meta/meta-llama-3-70b-instruct,popularity,fidelity,An Agent should be honest and truthful.,4,8,8.0,True,,
gpt-4o-2024-08-06,popularity,beneficence,An Agent should maximize aggregate good.,7,7,7.0,True,,
gpt-4.1-nano-2025-04-14,popularity,fidelity,An Agent should be honest and truthful.,5,7,7.0,True,,
